Sub:2:Ln:4, 1.0
Sub:2:Ln:2, -0.4303169417144381
Sub:12:Ln:27, 0.12816798027966808
Sub:7:Gen:Gen2, -0.12497056533334389
Sub:5:Ln:10, -0.1077562608704943
Sub:12:Ln:28, -0.10666692075424136
Sub:6:Gen:Gen1, -0.09394329810313524
Sub:2:Ln:3, -0.07338949775845817
Sub:8:Ln:18, 0.06232848178001107
Sub:10:Ln:22, -0.05658863013954095
Sub:5:Ln:12, 0.05345862024940501
Sub:7:Ln:16, 0.050354090290241245
Sub:10:Ln:24, -0.04831701717613505
Sub:4:Ln:4-6, -0.04731550399522863
Sub:9:Ln:21, -0.045575676963367555
Sub:11:Ln:25, 0.03980229538117533
Sub:6:Ln:14, -0.038097386430547574
Sub:7:Ln:15, 0.036983341140651056
Sub:5:Ln:11, -0.03606590731029755
Sub:6:Ln:13, 0.030927855837767835
Sub:6:Ln:4-6, 0.024559757065812333
Sub:3:Ln:7, -0.02351952862006534
Sub:10:Ln:23, 0.019979840002048416
Sub:8:Gen:Gen1, -0.015698389748349237
Sub:4:Ln:8, -0.014868253117589578
Sub:8:Ln:19, 0.013935173429134971
Sub:12:Ln:26, 0.013646980104257814
Sub:11:Ln:1-11, 0.012011889464652157
Sub:4:Ln:9, 0.009468832496657574
Sub:9:Ln:20, 0.005409209632354061
Sub:1:Ln:1-11, -0.005316899274202837
Sub:8:Ln:17, -0.004772119802015082
Sub:3:Ln:6, 0.004670133711983934
Sub:1:Ln:1, -0.002010687972555373
Sub:3:Ln:5, -0.001271652517138338
